Timestamp|Replay Lag (microseconds)
2021-09-23 14:06:05.56753+00|8147023
2021-09-23 14:06:06.646935+00|7329783
2021-09-23 14:06:07.708507+00|6100913
2021-09-23 14:06:08.784055+00|5523046
2021-09-23 14:06:09.863425+00|5722817
2021-09-23 14:06:10.945897+00|3907116
2021-09-23 14:06:12.029809+00|3375056
2021-09-23 14:06:13.110345+00|2253571
2021-09-23 14:06:14.188186+00|1354415
2021-09-23 14:06:15.268925+00|1044878
2021-09-23 14:06:16.349895+00|39964
2021-09-23 14:06:17.431471+00|84902
2021-09-23 14:06:18.513427+00|31888
2021-09-23 14:06:19.57875+00|113022
2021-09-23 14:06:20.654512+00|233133
2021-09-23 14:06:21.732749+00|45274
2021-09-23 14:06:22.817279+00|35629
2021-09-23 14:06:23.901448+00|157412
2021-09-23 14:06:24.984082+00|243756
2021-09-23 14:06:26.062401+00|1324223
2021-09-23 14:06:27.137434+00|1324223
2021-09-23 14:06:28.208941+00|810430
2021-09-23 14:06:29.287403+00|810430
2021-09-23 14:06:30.367325+00|810430
