Timestamp|Replay Lag (microseconds)
2021-09-13 16:53:18.685702+00|17341
2021-09-13 16:53:19.721754+00|88
2021-09-13 16:53:20.755837+00|844
2021-09-13 16:53:21.788628+00|859
2021-09-13 16:53:22.820655+00|1771
2021-09-13 16:53:23.85276+00|5524
2021-09-13 16:53:24.885834+00|3674
2021-09-13 16:53:25.921277+00|3351
2021-09-13 16:53:26.954642+00|2875
2021-09-13 16:53:27.987179+00|3803
2021-09-13 16:53:29.020042+00|5985
2021-09-13 16:53:30.053053+00|9289
2021-09-13 16:53:31.085122+00|4020
2021-09-13 16:53:32.121171+00|11120
2021-09-13 16:53:33.153493+00|8342
2021-09-13 16:53:34.185031+00|10651
2021-09-13 16:53:35.21805+00|11240
2021-09-13 16:53:36.250301+00|10958
2021-09-13 16:53:37.28211+00|12249
2021-09-13 16:53:38.313804+00|11116
2021-09-13 16:53:39.347008+00|11556
2021-09-13 16:53:40.378268+00|11398
2021-09-13 16:53:41.410234+00|12435
2021-09-13 16:53:42.442011+00|2716
2021-09-13 16:53:43.473395+00|10086
2021-09-13 16:53:44.505407+00|11420
2021-09-13 16:53:45.536716+00|7158
2021-09-13 16:53:46.569373+00|4537
2021-09-13 16:53:47.601529+00|9605
2021-09-13 16:53:48.633234+00|11243
2021-09-13 16:53:49.665093+00|7329
2021-09-13 16:53:50.698174+00|11963
2021-09-13 16:53:51.729787+00|4857
2021-09-13 16:53:52.761095+00|12459
2021-09-13 16:53:53.792741+00|6875
2021-09-13 16:53:54.824496+00|11256
2021-09-13 16:53:55.856929+00|11905
2021-09-13 16:53:56.888766+00|12342
2021-09-13 16:53:57.92019+00|12176
2021-09-13 16:53:58.952212+00|9731
2021-09-13 16:53:59.98538+00|9999
2021-09-13 16:54:01.016572+00|6970
2021-09-13 16:54:02.048184+00|12087
2021-09-13 16:54:03.080414+00|12398
2021-09-13 16:54:04.113975+00|4665
2021-09-13 16:54:05.148823+00|10392
2021-09-13 16:54:06.181+00|10581
2021-09-13 16:54:07.21321+00|9634
2021-09-13 16:54:08.24512+00|10040
2021-09-13 16:54:09.279068+00|8187
2021-09-13 16:54:10.310218+00|10689
2021-09-13 16:54:11.341758+00|11514
2021-09-13 16:54:12.373142+00|8126
2021-09-13 16:54:13.406451+00|5089
2021-09-13 16:54:14.437527+00|27674
2021-09-13 16:54:15.469215+00|7028
2021-09-13 16:54:16.500571+00|7207
2021-09-13 16:54:17.53321+00|6975
2021-09-13 16:54:18.565104+00|12464
2021-09-13 16:54:19.597119+00|7528
2021-09-13 16:54:20.628696+00|11466
