Timestamp|Replay Lag (microseconds)
2021-09-13 18:15:50.716146+00|989
2021-09-13 18:15:51.755395+00|431359
2021-09-13 18:15:52.789595+00|886921
2021-09-13 18:15:53.823636+00|886921
2021-09-13 18:15:54.857697+00|886921
2021-09-13 18:15:55.892271+00|886921
2021-09-13 18:15:56.927206+00|4462029
2021-09-13 18:15:57.961101+00|4462029
2021-09-13 18:15:58.994246+00|4462029
2021-09-13 18:16:00.026711+00|4462029
2021-09-13 18:16:01.059151+00|4462029
2021-09-13 18:16:02.091912+00|4462029
2021-09-13 18:16:03.12514+00|4462029
2021-09-13 18:16:04.160216+00|4462029
2021-09-13 18:16:05.195476+00|11038242
2021-09-13 18:16:06.233625+00|11038242
2021-09-13 18:16:07.269017+00|11038242
2021-09-13 18:16:08.302442+00|11038242
2021-09-13 18:16:09.336447+00|11038242
2021-09-13 18:16:10.371195+00|11038242
2021-09-13 18:16:11.412389+00|11038242
2021-09-13 18:16:12.446336+00|18015021
2021-09-13 18:16:13.484159+00|18015021
2021-09-13 18:16:14.517221+00|18015021
2021-09-13 18:16:15.749653+00|18015021
2021-09-13 18:16:16.785765+00|18015021
2021-09-13 18:16:17.820922+00|22498424
2021-09-13 18:16:18.856343+00|22498424
2021-09-13 18:16:19.889789+00|22498424
2021-09-13 18:16:20.924852+00|22498424
2021-09-13 18:16:21.95857+00|22498424
2021-09-13 18:16:22.99055+00|26712920
2021-09-13 18:16:24.023875+00|26712920
2021-09-13 18:16:25.058573+00|26712920
2021-09-13 18:16:26.092205+00|26712920
2021-09-13 18:16:27.126911+00|26712920
2021-09-13 18:16:28.160394+00|26712920
2021-09-13 18:16:29.197016+00|26712920
2021-09-13 18:16:30.232422+00|26712920
2021-09-13 18:16:31.269746+00|26712920
2021-09-13 18:16:32.3051+00|34491301
2021-09-13 18:16:33.338462+00|34491301
2021-09-13 18:16:34.373776+00|34491301
2021-09-13 18:16:35.410108+00|34491301
2021-09-13 18:16:36.442616+00|34491301
2021-09-13 18:16:37.477042+00|34491301
2021-09-13 18:16:38.509557+00|34491301
2021-09-13 18:16:39.541346+00|34491301
2021-09-13 18:16:40.582692+00|42329435
2021-09-13 18:16:42.148892+00|42329435
2021-09-13 18:16:43.182484+00|42329435
2021-09-13 18:16:44.218927+00|42329435
2021-09-13 18:16:45.252655+00|42329435
2021-09-13 18:16:46.287267+00|46760546
2021-09-13 18:16:47.321856+00|46760546
2021-09-13 18:16:48.358144+00|46760546
2021-09-13 18:16:49.392367+00|46760546
2021-09-13 18:16:50.425289+00|46760546
2021-09-13 18:16:51.460065+00|46760546
2021-09-13 18:16:52.499457+00|51998906
2021-09-13 18:16:53.536638+00|51998906
