Timestamp|Replay Lag (microseconds)
2021-09-13 16:45:23.984836+00|18259
2021-09-13 16:45:25.027948+00|3633
2021-09-13 16:45:26.062236+00|3500
2021-09-13 16:45:27.09607+00|908
2021-09-13 16:45:28.130137+00|68
2021-09-13 16:45:29.165644+00|1692
2021-09-13 16:45:30.20036+00|55
2021-09-13 16:45:31.233254+00|3284
2021-09-13 16:45:32.265755+00|3916
2021-09-13 16:45:33.297925+00|2033
2021-09-13 16:45:34.330872+00|841
2021-09-13 16:45:35.363793+00|1713
2021-09-13 16:45:36.397275+00|55
2021-09-13 16:45:37.431525+00|74
2021-09-13 16:45:38.465461+00|6776
2021-09-13 16:45:39.498663+00|8072
2021-09-13 16:45:40.531723+00|6867
2021-09-13 16:45:41.564095+00|11131
2021-09-13 16:45:42.595768+00|61
2021-09-13 16:45:43.629487+00|11146
2021-09-13 16:45:44.663297+00|8846
2021-09-13 16:45:45.696203+00|7014
2021-09-13 16:45:46.727926+00|11022
2021-09-13 16:45:47.761144+00|12170
2021-09-13 16:45:48.792556+00|7609
2021-09-13 16:45:49.825671+00|11769
2021-09-13 16:45:50.857831+00|11555
2021-09-13 16:45:51.889764+00|6903
2021-09-13 16:45:52.93023+00|5415
2021-09-13 16:45:53.96206+00|9670
2021-09-13 16:45:54.99371+00|2464
2021-09-13 16:45:56.025328+00|11166
2021-09-13 16:45:57.057588+00|5369
2021-09-13 16:45:58.092294+00|93
2021-09-13 16:45:59.126899+00|11234
2021-09-13 16:46:00.159247+00|6867
2021-09-13 16:46:01.190846+00|8771
2021-09-13 16:46:02.222234+00|7104
2021-09-13 16:46:03.253928+00|12191
2021-09-13 16:46:04.285351+00|11278
2021-09-13 16:46:05.316926+00|77
2021-09-13 16:46:06.349269+00|11241
2021-09-13 16:46:07.381726+00|8803
2021-09-13 16:46:08.413555+00|11271
2021-09-13 16:46:09.446912+00|10348
2021-09-13 16:46:10.477901+00|11155
2021-09-13 16:46:11.509167+00|11409
2021-09-13 16:46:12.54101+00|10369
2021-09-13 16:46:13.572431+00|9764
2021-09-13 16:46:14.603655+00|11023
2021-09-13 16:46:15.634545+00|13110
2021-09-13 16:46:16.666116+00|6954
2021-09-13 16:46:17.697483+00|9962
2021-09-13 16:46:18.729216+00|12184
2021-09-13 16:46:19.760792+00|11439
2021-09-13 16:46:20.792239+00|4855
2021-09-13 16:46:21.824563+00|10881
2021-09-13 16:46:22.856081+00|10148
2021-09-13 16:46:23.887574+00|11935
2021-09-13 16:46:24.91927+00|9548
2021-09-13 16:46:25.951674+00|11539
