Timestamp|Replay Lag (microseconds)
2021-09-13 18:13:13.224786+00|3914
2021-09-13 18:13:14.26706+00|349173
2021-09-13 18:13:15.300872+00|733572
2021-09-13 18:13:16.333925+00|733572
2021-09-13 18:13:17.366028+00|2846949
2021-09-13 18:13:18.400739+00|3352502
2021-09-13 18:13:19.438527+00|3352502
2021-09-13 18:13:20.473653+00|3352502
2021-09-13 18:13:21.509424+00|3352502
2021-09-13 18:13:22.543571+00|3352502
2021-09-13 18:13:23.57968+00|7311104
2021-09-13 18:13:24.612731+00|7311104
2021-09-13 18:13:25.646913+00|7311104
2021-09-13 18:13:26.680991+00|9861064
2021-09-13 18:13:27.715468+00|9861064
2021-09-13 18:13:28.748862+00|9861064
2021-09-13 18:13:29.784733+00|9861064
2021-09-13 18:13:30.818711+00|12946707
2021-09-13 18:13:31.852395+00|12946707
2021-09-13 18:13:32.887697+00|12946707
2021-09-13 18:13:33.920036+00|12946707
2021-09-13 18:13:34.952518+00|12946707
2021-09-13 18:13:35.987657+00|12946707
2021-09-13 18:13:37.02098+00|17299987
2021-09-13 18:13:38.055448+00|18806427
2021-09-13 18:13:39.087739+00|19589426
2021-09-13 18:13:40.122193+00|20476984
2021-09-13 18:13:41.156478+00|21112576
2021-09-13 18:13:42.190268+00|21112576
2021-09-13 18:13:43.224483+00|22906405
2021-09-13 18:13:44.258192+00|23832590
2021-09-13 18:13:45.293711+00|24536814
2021-09-13 18:13:46.326665+00|25407536
2021-09-13 18:13:47.361576+00|26222216
2021-09-13 18:13:48.396174+00|26838510
2021-09-13 18:13:49.428311+00|27714760
2021-09-13 18:13:50.46257+00|28219386
2021-09-13 18:13:51.495772+00|28219386
2021-09-13 18:13:52.529301+00|30030468
2021-09-13 18:13:53.560695+00|30935238
2021-09-13 18:13:54.593598+00|31582955
2021-09-13 18:13:55.626605+00|32471276
2021-09-13 18:13:56.662154+00|33150871
2021-09-13 18:13:57.69638+00|33804450
2021-09-13 18:13:58.728867+00|34464335
2021-09-13 18:13:59.762393+00|34464335
2021-09-13 18:14:00.795633+00|36116212
2021-09-13 18:14:01.827637+00|37011611
2021-09-13 18:14:02.861502+00|37618886
2021-09-13 18:14:03.893244+00|38213823
2021-09-13 18:14:04.925315+00|38965211
2021-09-13 18:14:05.956648+00|39173302
2021-09-13 18:14:06.988957+00|39173302
2021-09-13 18:14:08.020605+00|41562120
2021-09-13 18:14:09.051879+00|42278553
2021-09-13 18:14:10.084456+00|42994174
2021-09-13 18:14:11.116424+00|43834657
2021-09-13 18:14:12.150126+00|44451701
2021-09-13 18:14:13.182896+00|44540785
2021-09-13 18:14:14.214861+00|44540785
2021-09-13 18:14:15.247926+00|46938889
