Timestamp|Replay Lag (microseconds)
2021-09-13 18:10:35.051491+00|17350
2021-09-13 18:10:36.09608+00|227505
2021-09-13 18:10:37.129604+00|322502
2021-09-13 18:10:38.162035+00|1668801
2021-09-13 18:10:39.197064+00|2330724
2021-09-13 18:10:40.232993+00|2648248
2021-09-13 18:10:41.266678+00|2648248
2021-09-13 18:10:42.310295+00|2648248
2021-09-13 18:10:43.346322+00|2648248
2021-09-13 18:10:44.378773+00|5573100
2021-09-13 18:10:45.411749+00|6774857
2021-09-13 18:10:46.444904+00|7533436
2021-09-13 18:10:47.479261+00|8046437
2021-09-13 18:10:48.513496+00|8046437
2021-09-13 18:10:49.547133+00|9673323
2021-09-13 18:10:50.585631+00|10283894
2021-09-13 18:10:51.6176+00|10961760
2021-09-13 18:10:52.651586+00|11360127
2021-09-13 18:10:53.683955+00|11742335
2021-09-13 18:10:54.719187+00|12939647
2021-09-13 18:10:55.751503+00|13544153
2021-09-13 18:10:56.78548+00|14174440
2021-09-13 18:10:57.817677+00|14762872
2021-09-13 18:10:58.849176+00|15440181
2021-09-13 18:10:59.882743+00|15991631
2021-09-13 18:11:00.914168+00|16662318
2021-09-13 18:11:01.947118+00|16939313
2021-09-13 18:11:02.979271+00|17998819
2021-09-13 18:11:04.012841+00|18680061
2021-09-13 18:11:05.04827+00|19331208
2021-09-13 18:11:06.082525+00|19876747
2021-09-13 18:11:07.116349+00|20563250
2021-09-13 18:11:08.150502+00|21102030
2021-09-13 18:11:09.184812+00|21698730
2021-09-13 18:11:10.222303+00|21843005
2021-09-13 18:11:11.254174+00|22911130
2021-09-13 18:11:12.287675+00|23214922
2021-09-13 18:11:13.321999+00|23566108
2021-09-13 18:11:14.355336+00|24025696
2021-09-13 18:11:15.3885+00|24246840
2021-09-13 18:11:16.420842+00|24497488
2021-09-13 18:11:17.454251+00|24590280
2021-09-13 18:11:18.488931+00|24650690
2021-09-13 18:11:19.525039+00|24650690
2021-09-13 18:11:20.559077+00|25736758
2021-09-13 18:11:21.593677+00|25950905
2021-09-13 18:11:22.628005+00|26255858
2021-09-13 18:11:23.661007+00|26263765
2021-09-13 18:11:24.692816+00|26337735
2021-09-13 18:11:25.724211+00|26432441
2021-09-13 18:11:26.757067+00|27254838
2021-09-13 18:11:27.789083+00|27009694
2021-09-13 18:11:28.820164+00|27342942
2021-09-13 18:11:29.853596+00|27374935
2021-09-13 18:11:30.884879+00|27686008
2021-09-13 18:11:31.916409+00|28083017
2021-09-13 18:11:32.949514+00|27715540
2021-09-13 18:11:34.018041+00|27715540
2021-09-13 18:11:35.05+00|28631291
2021-09-13 18:11:36.081535+00|28525178
2021-09-13 18:11:37.113264+00|28618311
