Timestamp|Replay Lag (microseconds)
2021-09-13 18:02:42.228414+00|1022
2021-09-13 18:02:43.264991+00|153300
2021-09-13 18:02:44.298864+00|810345
2021-09-13 18:02:45.332599+00|1185163
2021-09-13 18:02:46.364568+00|1584146
2021-09-13 18:02:47.401667+00|2206754
2021-09-13 18:02:48.440417+00|2652290
2021-09-13 18:02:49.479257+00|2980452
2021-09-13 18:02:50.513553+00|3360970
2021-09-13 18:02:51.547543+00|4068629
2021-09-13 18:02:52.580554+00|4309434
2021-09-13 18:02:53.616329+00|4772930
2021-09-13 18:02:54.650091+00|4858016
2021-09-13 18:02:55.684146+00|5479242
2021-09-13 18:02:56.725797+00|5858647
2021-09-13 18:02:57.760914+00|6263041
2021-09-13 18:02:58.794983+00|6400314
2021-09-13 18:02:59.828304+00|6901997
2021-09-13 18:03:00.860254+00|7204187
2021-09-13 18:03:01.89241+00|7346027
2021-09-13 18:03:02.926077+00|7664771
2021-09-13 18:03:03.960098+00|7830162
2021-09-13 18:03:04.99913+00|8025076
2021-09-13 18:03:06.031725+00|8659666
2021-09-13 18:03:07.071455+00|8926116
2021-09-13 18:03:08.106424+00|9082132
2021-09-13 18:03:09.138667+00|8771310
2021-09-13 18:03:10.170783+00|8569057
2021-09-13 18:03:11.203895+00|8174977
2021-09-13 18:03:12.237982+00|7733011
2021-09-13 18:03:13.271119+00|7114615
2021-09-13 18:03:14.30602+00|6718891
2021-09-13 18:03:15.358781+00|6582477
2021-09-13 18:03:16.396852+00|6455302
2021-09-13 18:03:17.433802+00|5728494
2021-09-13 18:03:18.465686+00|4882342
2021-09-13 18:03:19.500082+00|3982193
2021-09-13 18:03:20.534896+00|3256931
2021-09-13 18:03:21.566751+00|3043449
2021-09-13 18:03:22.597963+00|2425847
2021-09-13 18:03:23.633791+00|1620101
2021-09-13 18:03:24.666135+00|1328365
2021-09-13 18:03:25.697977+00|1453438
2021-09-13 18:03:26.72961+00|2094626
2021-09-13 18:03:27.762403+00|2013198
2021-09-13 18:03:28.793853+00|2183561
2021-09-13 18:03:29.82585+00|2656151
2021-09-13 18:03:30.85797+00|2563313
2021-09-13 18:03:31.889554+00|2018317
2021-09-13 18:03:32.921314+00|1510537
2021-09-13 18:03:33.953303+00|460685
2021-09-13 18:03:34.985416+00|23749
2021-09-13 18:03:36.018+00|34135
2021-09-13 18:03:37.049369+00|12734
2021-09-13 18:03:38.080743+00|20676
2021-09-13 18:03:39.113623+00|25345
2021-09-13 18:03:40.145476+00|18639
2021-09-13 18:03:41.178384+00|9858
2021-09-13 18:03:42.210226+00|9438
2021-09-13 18:03:43.242498+00|8368
2021-09-13 18:03:44.294127+00|5313
