Timestamp|Replay Lag (microseconds)
2021-09-13 16:48:02.871896+00|17018
2021-09-13 16:48:03.908439+00|3203
2021-09-13 16:48:04.944194+00|818
2021-09-13 16:48:05.97805+00|58
2021-09-13 16:48:07.010745+00|3341
2021-09-13 16:48:08.045702+00|1743
2021-09-13 16:48:09.081884+00|2462
2021-09-13 16:48:10.118054+00|1632
2021-09-13 16:48:11.152589+00|4019
2021-09-13 16:48:12.187138+00|3982
2021-09-13 16:48:13.219603+00|11206
2021-09-13 16:48:14.252498+00|10288
2021-09-13 16:48:15.284836+00|11409
2021-09-13 16:48:16.318947+00|11100
2021-09-13 16:48:17.351187+00|5258
2021-09-13 16:48:18.384529+00|7190
2021-09-13 16:48:19.416737+00|76
2021-09-13 16:48:20.448433+00|8748
2021-09-13 16:48:21.480523+00|6844
2021-09-13 16:48:22.514652+00|11305
2021-09-13 16:48:23.546013+00|9100
2021-09-13 16:48:24.578124+00|26783
2021-09-13 16:48:25.610174+00|11185
2021-09-13 16:48:26.642017+00|11246
2021-09-13 16:48:27.676365+00|12311
2021-09-13 16:48:28.707789+00|11548
2021-09-13 16:48:29.740626+00|7528
2021-09-13 16:48:30.772397+00|12236
2021-09-13 16:48:31.803438+00|12261
2021-09-13 16:48:32.835285+00|8806
2021-09-13 16:48:33.867315+00|7824
2021-09-13 16:48:34.899025+00|11078
2021-09-13 16:48:35.93066+00|2492
2021-09-13 16:48:36.962194+00|10019
2021-09-13 16:48:37.993202+00|8936
2021-09-13 16:48:39.024702+00|8966
2021-09-13 16:48:40.05916+00|6862
2021-09-13 16:48:41.09125+00|6849
2021-09-13 16:48:42.122408+00|10760
2021-09-13 16:48:43.153485+00|11700
2021-09-13 16:48:44.184888+00|9040
2021-09-13 16:48:45.219678+00|9703
2021-09-13 16:48:46.25303+00|11302
2021-09-13 16:48:47.290562+00|11445
2021-09-13 16:48:48.324414+00|7564
2021-09-13 16:48:49.35559+00|11576
2021-09-13 16:48:50.386984+00|11408
2021-09-13 16:48:51.419857+00|11339
2021-09-13 16:48:52.451113+00|4669
2021-09-13 16:48:53.482758+00|7424
2021-09-13 16:48:54.514842+00|77
2021-09-13 16:48:55.546437+00|11805
2021-09-13 16:48:56.577634+00|11508
2021-09-13 16:48:57.609776+00|10408
2021-09-13 16:48:58.641958+00|7220
2021-09-13 16:48:59.673487+00|11086
2021-09-13 16:49:00.705628+00|11336
2021-09-13 16:49:01.737204+00|11096
2021-09-13 16:49:02.768993+00|8209
2021-09-13 16:49:03.80099+00|11227
2021-09-13 16:49:04.832485+00|6873
