Timestamp|Replay Lag (microseconds)
2021-09-29 23:15:56.19811+00|80574
2021-09-29 23:15:57.258441+00|260860
2021-09-29 23:15:58.333127+00|416554
2021-09-29 23:15:59.393425+00|416554
2021-09-29 23:16:00.448275+00|2224263
2021-09-29 23:16:01.509724+00|3201976
2021-09-29 23:16:02.572944+00|4181185
2021-09-29 23:16:03.636497+00|5172353
2021-09-29 23:16:04.700995+00|5827819
2021-09-29 23:16:05.762596+00|7226695
2021-09-29 23:16:06.824457+00|7226695
2021-09-29 23:16:07.885429+00|9367655
2021-09-29 23:16:08.947843+00|10358448
2021-09-29 23:16:10.008634+00|11357814
2021-09-29 23:16:11.071039+00|12014236
2021-09-29 23:16:12.130125+00|13018510
2021-09-29 23:16:13.192043+00|14073432
2021-09-29 23:16:14.255301+00|15072764
2021-09-29 23:16:15.317945+00|16097856
2021-09-29 23:16:16.37855+00|16971886
2021-09-29 23:16:17.443806+00|18152028
2021-09-29 23:16:18.507805+00|18998342
2021-09-29 23:16:19.572674+00|20217471
2021-09-29 23:16:20.634604+00|20804204
2021-09-29 23:16:21.696987+00|22043367
2021-09-29 23:16:22.760724+00|23267657
2021-09-29 23:16:23.82436+00|23853159
2021-09-29 23:16:24.889785+00|25016724
2021-09-29 23:16:25.954127+00|26166881
2021-09-29 23:16:27.018572+00|27029284
2021-09-29 23:16:28.099785+00|27881455
2021-09-29 23:16:29.161824+00|28706473
2021-09-29 23:16:30.22624+00|29795998
2021-09-29 23:16:31.290782+00|30495254
2021-09-29 23:16:32.355349+00|31531587
2021-09-29 23:16:33.420654+00|32675199
2021-09-29 23:16:34.485808+00|33449095
2021-09-29 23:16:35.551594+00|34500477
2021-09-29 23:16:36.615066+00|35455421
2021-09-29 23:16:37.680112+00|36191246
2021-09-29 23:16:38.744101+00|37163281
2021-09-29 23:16:39.808121+00|38147726
2021-09-29 23:16:40.874316+00|38941571
2021-09-29 23:16:41.937691+00|39860188
2021-09-29 23:16:43.002025+00|40665625
2021-09-29 23:16:44.062368+00|41497779
2021-09-29 23:16:45.12576+00|42406802
2021-09-29 23:16:46.189562+00|43634447
2021-09-29 23:16:47.251795+00|44420284
2021-09-29 23:16:48.31688+00|45229050
2021-09-29 23:16:49.38143+00|46053143
2021-09-29 23:16:50.443004+00|46859404
2021-09-29 23:16:51.504883+00|47558389
2021-09-29 23:16:52.566655+00|48305461
2021-09-29 23:16:53.631068+00|49146397
2021-09-29 23:16:54.694711+00|49748470
2021-09-29 23:16:55.75696+00|50441390
2021-09-29 23:16:56.818661+00|51414663
2021-09-29 23:16:57.883132+00|52479078
2021-09-29 23:16:58.946972+00|53224100
2021-09-29 23:17:00.111867+00|53963266
2021-09-29 23:17:01.179671+00|54937510
2021-09-29 23:17:02.247145+00|55340388
2021-09-29 23:17:03.314305+00|56430746
2021-09-29 23:17:04.390543+00|56863050
2021-09-29 23:17:05.456971+00|57876953
2021-09-29 23:17:06.53182+00|58335969
2021-09-29 23:17:07.615625+00|59257533
2021-09-29 23:17:08.69663+00|59723277
2021-09-29 23:17:09.776408+00|263455
2021-09-29 23:17:10.860192+00|1518774
2021-09-29 23:17:11.941592+00|2006374
2021-09-29 23:17:13.023542+00|2753816
2021-09-29 23:17:14.109069+00|3175925
2021-09-29 23:17:15.192162+00|3767432
2021-09-29 23:17:16.276201+00|4158343
2021-09-29 23:17:17.360215+00|4373037
2021-09-29 23:17:18.426351+00|4790318
2021-09-29 23:17:19.500222+00|5097595
2021-09-29 23:17:20.578761+00|5526633
2021-09-29 23:17:21.657916+00|5820323
2021-09-29 23:17:22.739072+00|6089062
2021-09-29 23:17:23.81012+00|6590318
2021-09-29 23:17:24.890093+00|6862658
2021-09-29 23:17:25.973167+00|7335576
2021-09-29 23:17:27.0547+00|7780258
2021-09-29 23:17:28.138384+00|8178695
