Timestamp|Replay Lag (microseconds)
2021-09-13 19:26:51.780492+00|2991
2021-09-13 19:26:52.821568+00|458571
2021-09-13 19:26:53.860077+00|1169813
2021-09-13 19:26:54.897907+00|2085803
2021-09-13 19:26:55.937463+00|2766601
2021-09-13 19:26:56.973761+00|2766601
2021-09-13 19:26:58.010468+00|4324214
2021-09-13 19:26:59.049762+00|4324214
2021-09-13 19:27:00.089821+00|6069970
2021-09-13 19:27:01.129899+00|6069970
2021-09-13 19:27:02.167133+00|8110735
2021-09-13 19:27:03.204861+00|8110735
2021-09-13 19:27:04.241812+00|9908858
2021-09-13 19:27:05.279768+00|9908858
2021-09-13 19:27:06.318188+00|11729384
2021-09-13 19:27:07.356238+00|11729384
2021-09-13 19:27:08.393407+00|11729384
2021-09-13 19:27:09.432241+00|13927925
2021-09-13 19:27:10.470673+00|13927925
2021-09-13 19:27:11.50839+00|15828328
2021-09-13 19:27:12.547148+00|15828328
2021-09-13 19:27:13.580792+00|17751006
2021-09-13 19:27:14.618411+00|17751006
2021-09-13 19:27:15.654576+00|17751006
2021-09-13 19:27:16.728695+00|20267435
2021-09-13 19:27:17.856619+00|20267435
2021-09-13 19:27:18.913135+00|22354774
2021-09-13 19:27:19.951161+00|23929205
2021-09-13 19:27:20.988574+00|23929205
2021-09-13 19:27:22.027089+00|25824010
2021-09-13 19:27:23.063315+00|25824010
2021-09-13 19:27:24.107698+00|25824010
2021-09-13 19:27:25.149317+00|28150889
2021-09-13 19:27:26.18774+00|28150889
2021-09-13 19:27:27.224936+00|29755019
2021-09-13 19:27:28.263674+00|29755019
2021-09-13 19:27:29.303411+00|31454606
2021-09-13 19:27:30.347334+00|31454606
2021-09-13 19:27:31.39212+00|33577593
2021-09-13 19:27:32.459541+00|33577593
2021-09-13 19:27:33.50063+00|33577593
2021-09-13 19:27:34.53833+00|35775212
2021-09-13 19:27:35.581992+00|35775212
2021-09-13 19:27:36.709059+00|37889828
2021-09-13 19:27:37.752048+00|37889828
2021-09-13 19:27:38.867074+00|40136903
2021-09-13 19:27:39.90891+00|40136903
2021-09-13 19:27:40.97503+00|42162115
2021-09-13 19:27:42.018623+00|42162115
2021-09-13 19:27:43.15604+00|42162115
2021-09-13 19:27:44.196467+00|44194211
2021-09-13 19:27:45.290097+00|44194211
2021-09-13 19:27:46.330431+00|46118381
2021-09-13 19:27:47.456302+00|47762330
2021-09-13 19:27:48.498569+00|47762330
2021-09-13 19:27:49.541283+00|49379924
2021-09-13 19:27:50.587188+00|49379924
2021-09-13 19:27:51.628232+00|51122179
2021-09-13 19:27:52.671017+00|51122179
2021-09-13 19:27:53.714004+00|52621541
2021-09-13 19:27:54.754595+00|52621541
