Timestamp|Replay Lag (microseconds)
2021-09-13 18:55:24.980184+00|32220
2021-09-13 18:55:26.024136+00|160568
2021-09-13 18:55:27.058903+00|395286
2021-09-13 18:55:28.099356+00|873773
2021-09-13 18:55:29.141728+00|1178721
2021-09-13 18:55:30.179541+00|1801258
2021-09-13 18:55:31.2188+00|2336045
2021-09-13 18:55:32.25394+00|2694319
2021-09-13 18:55:33.294293+00|3364141
2021-09-13 18:55:34.332595+00|3606190
2021-09-13 18:55:35.366493+00|4033032
2021-09-13 18:55:36.402061+00|4482987
2021-09-13 18:55:37.440044+00|4917687
2021-09-13 18:55:38.477627+00|5253887
2021-09-13 18:55:39.515236+00|5520640
2021-09-13 18:55:40.553094+00|6075601
2021-09-13 18:55:41.589145+00|6606129
2021-09-13 18:55:42.626662+00|6905065
2021-09-13 18:55:43.660057+00|7478124
2021-09-13 18:55:44.698598+00|7661970
2021-09-13 18:55:45.735736+00|7456237
2021-09-13 18:55:46.772255+00|8004335
2021-09-13 18:55:47.884463+00|8204029
2021-09-13 18:55:48.921273+00|8914650
2021-09-13 18:55:49.9569+00|9368651
2021-09-13 18:55:50.992425+00|9773949
2021-09-13 18:55:52.030886+00|10216623
2021-09-13 18:55:53.068645+00|10726494
2021-09-13 18:55:54.109743+00|11146492
2021-09-13 18:55:55.148179+00|11041966
2021-09-13 18:55:56.187057+00|11326703
2021-09-13 18:55:57.225994+00|11670672
2021-09-13 18:55:58.262356+00|11931991
2021-09-13 18:55:59.329931+00|12262493
2021-09-13 18:56:00.366372+00|12815606
2021-09-13 18:56:01.400762+00|12425333
2021-09-13 18:56:02.435335+00|12920587
2021-09-13 18:56:03.474536+00|13317672
2021-09-13 18:56:04.5155+00|13850110
2021-09-13 18:56:05.555297+00|14241386
2021-09-13 18:56:06.592601+00|14599458
2021-09-13 18:56:07.636704+00|15488570
2021-09-13 18:56:08.67527+00|15857885
2021-09-13 18:56:09.715586+00|16351921
2021-09-13 18:56:10.75899+00|16513537
2021-09-13 18:56:11.79621+00|17102324
2021-09-13 18:56:12.841002+00|17376303
2021-09-13 18:56:13.881395+00|18005594
2021-09-13 18:56:14.926566+00|18365670
2021-09-13 18:56:15.969264+00|18770732
2021-09-13 18:56:17.013345+00|19254900
2021-09-13 18:56:18.068365+00|19802172
2021-09-13 18:56:19.110847+00|20292219
2021-09-13 18:56:20.156326+00|20533464
2021-09-13 18:56:21.201119+00|21054781
2021-09-13 18:56:22.244203+00|21441990
2021-09-13 18:56:23.287477+00|21932548
2021-09-13 18:56:24.331819+00|22156153
2021-09-13 18:56:25.372866+00|22704652
2021-09-13 18:56:26.412696+00|22943037
2021-09-13 18:56:27.455533+00|23532071
