Timestamp|Replay Lag (microseconds)
2021-09-13 19:17:48.81594+00|23333
2021-09-13 19:17:49.857722+00|415361
2021-09-13 19:17:50.893468+00|1026032
2021-09-13 19:17:51.928764+00|2014811
2021-09-13 19:17:52.966758+00|2432533
2021-09-13 19:17:54.001447+00|3596420
2021-09-13 19:17:55.040831+00|3896845
2021-09-13 19:17:56.083385+00|3896845
2021-09-13 19:17:57.122221+00|5587025
2021-09-13 19:17:58.158835+00|6895301
2021-09-13 19:17:59.19685+00|6895301
2021-09-13 19:18:00.234103+00|8008361
2021-09-13 19:18:01.272338+00|9156645
2021-09-13 19:18:02.309404+00|9933707
2021-09-13 19:18:03.348062+00|10502738
2021-09-13 19:18:04.386054+00|11701384
2021-09-13 19:18:05.423198+00|12346577
2021-09-13 19:18:06.460677+00|13327551
2021-09-13 19:18:07.499092+00|13753820
2021-09-13 19:18:08.538633+00|14895669
2021-09-13 19:18:09.578288+00|15407452
2021-09-13 19:18:10.616351+00|16587223
2021-09-13 19:18:11.653652+00|17276496
2021-09-13 19:18:12.689241+00|18069971
2021-09-13 19:18:13.726436+00|18356477
2021-09-13 19:18:14.793642+00|19825754
2021-09-13 19:18:15.831572+00|20477981
2021-09-13 19:18:16.870354+00|21511736
2021-09-13 19:18:17.909492+00|21809939
2021-09-13 19:18:18.946582+00|23181013
2021-09-13 19:18:19.989453+00|23345641
2021-09-13 19:18:21.027367+00|24689309
2021-09-13 19:18:22.070199+00|25436093
2021-09-13 19:18:23.113251+00|26282321
2021-09-13 19:18:24.152039+00|27224808
2021-09-13 19:18:25.195006+00|28067662
2021-09-13 19:18:26.240759+00|28983247
2021-09-13 19:18:27.320293+00|29797448
2021-09-13 19:18:28.364939+00|30600850
2021-09-13 19:18:29.404087+00|31378040
2021-09-13 19:18:30.449097+00|32282506
2021-09-13 19:18:31.49119+00|33069717
2021-09-13 19:18:32.534166+00|33786701
2021-09-13 19:18:33.611259+00|34794047
2021-09-13 19:18:34.656375+00|35624810
2021-09-13 19:18:35.700092+00|36504663
2021-09-13 19:18:36.753337+00|36625493
2021-09-13 19:18:37.798619+00|38218359
2021-09-13 19:18:38.844524+00|38621353
2021-09-13 19:18:39.886579+00|39942237
2021-09-13 19:18:40.931832+00|40479390
2021-09-13 19:18:41.973784+00|41647602
2021-09-13 19:18:43.019083+00|42236012
2021-09-13 19:18:44.063934+00|43286223
2021-09-13 19:18:45.109762+00|43638148
2021-09-13 19:18:46.154961+00|44647246
2021-09-13 19:18:47.199839+00|45165003
2021-09-13 19:18:48.244358+00|45165003
2021-09-13 19:18:49.282496+00|46862799
2021-09-13 19:18:50.324785+00|48186997
2021-09-13 19:18:51.366821+00|49085314
