Timestamp|Replay Lag (microseconds)
2021-09-13 18:41:53.084835+00|2691
2021-09-13 18:41:54.144787+00|90635
2021-09-13 18:41:55.188689+00|221392
2021-09-13 18:41:56.228395+00|237606
2021-09-13 18:41:57.262948+00|606368
2021-09-13 18:41:58.307339+00|668922
2021-09-13 18:41:59.348667+00|944735
2021-09-13 18:42:00.384026+00|860605
2021-09-13 18:42:01.422255+00|1205763
2021-09-13 18:42:02.463794+00|1310289
2021-09-13 18:42:03.499529+00|1541192
2021-09-13 18:42:04.653023+00|1968237
2021-09-13 18:42:05.6901+00|2062699
2021-09-13 18:42:06.768176+00|1955130
2021-09-13 18:42:07.803029+00|2264220
2021-09-13 18:42:08.842541+00|2339681
2021-09-13 18:42:09.878378+00|1947373
2021-09-13 18:42:10.914995+00|1725486
2021-09-13 18:42:11.953932+00|1953635
2021-09-13 18:42:12.990517+00|1973327
2021-09-13 18:42:14.03015+00|1673455
2021-09-13 18:42:15.068824+00|1733470
2021-09-13 18:42:16.112542+00|1712235
2021-09-13 18:42:17.145977+00|1886834
2021-09-13 18:42:18.184625+00|2030378
2021-09-13 18:42:19.219357+00|2167077
2021-09-13 18:42:20.256653+00|1422561
2021-09-13 18:42:21.292558+00|1507236
2021-09-13 18:42:22.329452+00|1323203
2021-09-13 18:42:23.362753+00|1210746
2021-09-13 18:42:24.399249+00|1152250
2021-09-13 18:42:25.435827+00|1057119
2021-09-13 18:42:26.471181+00|1232626
2021-09-13 18:42:27.509227+00|910923
2021-09-13 18:42:28.560526+00|871416
2021-09-13 18:42:29.597718+00|580449
2021-09-13 18:42:30.633468+00|226489
2021-09-13 18:42:31.677181+00|190341
2021-09-13 18:42:32.71476+00|284220
2021-09-13 18:42:33.752157+00|285134
2021-09-13 18:42:34.79409+00|141737
2021-09-13 18:42:35.834696+00|256533
2021-09-13 18:42:36.875518+00|124489
2021-09-13 18:42:37.916039+00|159716
2021-09-13 18:42:38.950534+00|56670
2021-09-13 18:42:39.987597+00|7462
2021-09-13 18:42:41.024045+00|11606
2021-09-13 18:42:42.059637+00|7612
2021-09-13 18:42:43.099124+00|17975
2021-09-13 18:42:44.135289+00|11614
2021-09-13 18:42:45.171211+00|13197
2021-09-13 18:42:46.209729+00|12457
2021-09-13 18:42:47.244119+00|19237
2021-09-13 18:42:48.27959+00|4828
2021-09-13 18:42:49.328209+00|5122
2021-09-13 18:42:50.363348+00|12383
2021-09-13 18:42:51.399405+00|12984
2021-09-13 18:42:52.439666+00|97041
2021-09-13 18:42:53.473212+00|298034
2021-09-13 18:42:54.509914+00|282926
2021-09-13 18:42:55.549607+00|806676
