Timestamp|Replay Lag (microseconds)
2021-09-13 19:22:24.399891+00|3386
2021-09-13 19:22:25.44453+00|427789
2021-09-13 19:22:26.48267+00|898417
2021-09-13 19:22:27.558346+00|898417
2021-09-13 19:22:28.601488+00|2848823
2021-09-13 19:22:29.643345+00|2848823
2021-09-13 19:22:30.684341+00|4668736
2021-09-13 19:22:31.729522+00|4668736
2021-09-13 19:22:32.768971+00|4668736
2021-09-13 19:22:33.802757+00|6565629
2021-09-13 19:22:34.84548+00|8038534
2021-09-13 19:22:35.889693+00|8038534
2021-09-13 19:22:36.935594+00|9482131
2021-09-13 19:22:37.978797+00|9482131
2021-09-13 19:22:39.049408+00|11321869
2021-09-13 19:22:40.161774+00|13105677
2021-09-13 19:22:41.205448+00|13105677
2021-09-13 19:22:42.249859+00|14576783
2021-09-13 19:22:43.294586+00|14576783
2021-09-13 19:22:44.340265+00|16202105
2021-09-13 19:22:45.387391+00|17500067
2021-09-13 19:22:46.430603+00|17500067
2021-09-13 19:22:47.465446+00|19295987
2021-09-13 19:22:48.508762+00|20597050
2021-09-13 19:22:49.552666+00|20597050
2021-09-13 19:22:50.598727+00|22551385
2021-09-13 19:22:51.64054+00|22551385
2021-09-13 19:22:52.686829+00|24399021
2021-09-13 19:22:53.725013+00|24399021
2021-09-13 19:22:54.77012+00|26359334
2021-09-13 19:22:55.809329+00|26359334
2021-09-13 19:22:56.857709+00|27807163
2021-09-13 19:22:57.898242+00|27807163
2021-09-13 19:22:58.943402+00|29392412
2021-09-13 19:22:59.984771+00|29392412
2021-09-13 19:23:01.024595+00|31002814
2021-09-13 19:23:02.064504+00|32243643
2021-09-13 19:23:03.112368+00|32243643
2021-09-13 19:23:04.151272+00|33912464
2021-09-13 19:23:05.195569+00|33912464
2021-09-13 19:23:06.243484+00|35700579
2021-09-13 19:23:07.290498+00|35700579
2021-09-13 19:23:08.33253+00|37735569
2021-09-13 19:23:09.378535+00|37735569
2021-09-13 19:23:10.422726+00|39456510
2021-09-13 19:23:11.464195+00|41256749
2021-09-13 19:23:12.500774+00|41256749
2021-09-13 19:23:13.544299+00|42798066
2021-09-13 19:23:14.589895+00|42798066
2021-09-13 19:23:15.632778+00|44661371
2021-09-13 19:23:16.677518+00|44661371
2021-09-13 19:23:17.721511+00|46033459
2021-09-13 19:23:18.76062+00|47447090
2021-09-13 19:23:19.805382+00|47447090
2021-09-13 19:23:20.849015+00|49026150
2021-09-13 19:23:21.891651+00|50314576
2021-09-13 19:23:22.929507+00|50314576
2021-09-13 19:23:23.972508+00|52376747
2021-09-13 19:23:25.012549+00|52376747
2021-09-13 19:23:26.05796+00|53656216
2021-09-13 19:23:27.099875+00|53656216
