Timestamp|Replay Lag (microseconds)
2021-09-13 18:46:21.424775+00|21331
2021-09-13 18:46:22.46417+00|108499
2021-09-13 18:46:23.50514+00|195257
2021-09-13 18:46:24.54056+00|428001
2021-09-13 18:46:25.575854+00|612323
2021-09-13 18:46:26.614674+00|673536
2021-09-13 18:46:27.65125+00|1125040
2021-09-13 18:46:28.689671+00|970788
2021-09-13 18:46:29.727286+00|1125398
2021-09-13 18:46:30.763658+00|1213438
2021-09-13 18:46:31.798898+00|1393575
2021-09-13 18:46:32.833052+00|1486178
2021-09-13 18:46:33.867051+00|1796389
2021-09-13 18:46:34.989378+00|1853632
2021-09-13 18:46:36.027137+00|2188145
2021-09-13 18:46:37.063854+00|2407074
2021-09-13 18:46:38.105533+00|2632523
2021-09-13 18:46:39.145003+00|2879778
2021-09-13 18:46:40.18289+00|2597564
2021-09-13 18:46:41.221309+00|2523874
2021-09-13 18:46:42.291243+00|2753096
2021-09-13 18:46:43.330005+00|3015549
2021-09-13 18:46:44.41459+00|3137564
2021-09-13 18:46:45.451878+00|2975454
2021-09-13 18:46:46.566074+00|2993673
2021-09-13 18:46:47.637985+00|3366534
2021-09-13 18:46:48.671345+00|3499032
2021-09-13 18:46:49.71002+00|3663585
2021-09-13 18:46:50.74662+00|3854526
2021-09-13 18:46:51.784159+00|3224610
2021-09-13 18:46:52.817626+00|3306073
2021-09-13 18:46:53.853043+00|3104925
2021-09-13 18:46:54.890297+00|3387105
2021-09-13 18:46:55.929232+00|3345236
2021-09-13 18:46:56.964891+00|3454980
2021-09-13 18:46:58.000759+00|3421803
2021-09-13 18:46:59.03822+00|3586486
2021-09-13 18:47:00.078789+00|3931997
2021-09-13 18:47:01.116905+00|3644234
2021-09-13 18:47:02.154496+00|3655068
2021-09-13 18:47:03.191188+00|3790097
2021-09-13 18:47:04.23003+00|3694575
2021-09-13 18:47:05.267643+00|3755663
2021-09-13 18:47:06.385467+00|3755381
2021-09-13 18:47:07.422442+00|3913706
2021-09-13 18:47:08.456915+00|3875668
2021-09-13 18:47:09.492345+00|4278355
2021-09-13 18:47:10.530275+00|4461662
2021-09-13 18:47:11.571876+00|4407040
2021-09-13 18:47:12.616516+00|4700933
2021-09-13 18:47:13.653989+00|4444531
2021-09-13 18:47:14.690529+00|4481412
2021-09-13 18:47:15.732172+00|4699761
2021-09-13 18:47:16.770765+00|4861599
2021-09-13 18:47:17.812479+00|5226086
2021-09-13 18:47:18.849672+00|5561540
2021-09-13 18:47:19.888078+00|5717551
2021-09-13 18:47:20.924226+00|6324891
2021-09-13 18:47:21.957225+00|6960408
2021-09-13 18:47:22.994886+00|7736836
2021-09-13 18:47:24.03411+00|8331980
